STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,2271555.717647059
02,0236400,Juneau city and borough,7003406836,1426230792,3021718.0
02,0270540,Sitka city and borough,7433415763,5037747536,434099.0
02,0286380,Wrangell city and borough,6619997018,2384375227,200364.0
02,0203000,Anchorage municipality,4420591349,621302197,2.9172298105882354E7
49,4947290,Magna metro township,39125264,57944495,3007760.2784313713
49,4922875,Emigration Canyon metro township,47187917,0,216874.09019607847
49,4984050,White City metro township,2256665,0,634774.1294117644
49,4915720,Copperton metro township,807087,0,96468.98039215682
49,4940470,Kearns metro township,11993405,0,3275878.592156862
22,2218125,Covington city,20771074,345443,2240577.439215687
22,2248225,Mandeville city,18444828,423172,2604914.799999998
22,2218650,Crowley city,15154654,1397,2804320.478431371
22,2205000,Baton Rouge city,223557844,5708637,3.579771307058832E7
22,2253545,Natchitoches city,58765044,9308983,3200768.690196078
22,2210950,Bunkie city,7827181,39783,899066.839215686
22,2261615,Ponchatoula city,12256259,10687,1366233.0431372544
22,2248750,Marksville city,12466681,34862,1202037.1019607834
22,2200975,Alexandria city,73790296,1788418,9726173.49019607
22,2260530,Pineville city,32635245,1357876,2796640.0666666683
22,2209340,Breaux Bridge city,19983443,462775,1898395.917647059
22,2267600,St. Martinville city,7903789,277271,1141276.4235294121
22,2243010,Leesville city,19822518,337144,1581540.8627450978
22,2200100,Abbeville city,15660962,83689,2440973.529411764
22,2250885,Minden city,38946147,439466,2786434.4627450993
22,2263645,Rayne city,9821507,17505,1733451.227450981
22,2270000,Shreveport city,279195930,40270180,3.588578414509806E7
22,2278715,Ville Platte city,10403641,1289,1496138.764705883
22,2229850,Gonzales city,23676763,278961,2484529.1450980394
22,2221240,Donaldsonville city,9784790,60015,1119641.5098039217
22,2220610,DeRidder city,24062013,228174,2304620.905882353
22,2261790,Port Allen city,7342523,1276650,1070803.239215686
22,2283405,Zachary city,67705732,87474,3493347.054901963
22,2210075,Broussard city,46332274,101499,4197420.470588237
22,2240735,Lafayette city,144582240,203100,2.4431413796078492E7
22,2272485,Springhill city,16092285,206901,1095951.8509803922
22,2266655,Ruston city,54750521,175428,3885094.4196078433
22,2251410,Monroe city,76804875,8423374,1.0431315709803931E7
22,2280955,West Monroe city,20787020,743977,3690968.949019608
22,2248365,Mansfield city,9459600,19783,957863.9450980396
22,2220435,Denham Springs city,18887710,157595,2115843.701960786
22,2282495,Winnsboro city,10354904,160383,1149143.0901960796
22,2232755,Hammond city,36355203,9581,4500629.360784314
22,2267250,St. Gabriel city,76811029,579738,2809931.725490198
22,2254035,New Iberia city,28853949,292522,5829913.529411762
22,2258045,Opelousas city,25034040,8028,3511374.0627451013
22,2252040,Morgan City city,15498740,689895,2888286.058823531
22,2213960,Central city,161244698,708155,6636462.101960783
22,2230515,Grambling city,15287902,56873,630927.0941176473
22,2208920,Bossier City city,113438592,3325431,1.2315848207843142E7
22,2238075,Jeanerette city,5978221,139866,926586.2823529411
22,2227155,Franklin city,25696620,1476965,1506410.0431372556
22,2260880,Plaquemine city,7570546,214131,1183534.796078432
22,2241155,Lake Charles city,118232073,7281617,1.5425362447058817E7
22,2231915,Gretna city,10451944,1191856,2558678.584313725
22,2232930,Harahan city,5227222,1234216,1249864.7882352937
22,2239475,Kenner city,38541001,600053,9218385.070588231
22,2238355,Jennings city,26947663,47011,2435077.843137256
22,2281165,Westwego city,8070430,1241824,1420788.1058823531
22,2256540,Oakdale city,13447472,161064,1194911.098039216
22,2273640,Sulphur city,29056325,42041,4777281.917647065
27,2740418,Marble city,11141200,261986,115197.76862745096
27,2744980,Nashwauk city,38358155,1808559,227637.4431372549
27,2709316,Calumet city,4662402,198134,71107.88627450982
27,2702872,Aurora city,9577360,557322,396061.2509803923
28,2864200,Ruleville city,6522346,21825,439770.1529411764
28,2849320,Mound Bayou city,2270503,1086,293464.67058823537
28,2863720,Rosedale city,14024179,161250,346497.7764705882
28,2867040,Shelby city,7073122,27405,430482.8470588236
28,2836000,Jackson city,289342143,5532980,2.5254955909803897E7
28,2862520,Ridgeland city,55390227,4587733,4784575.815686277
