STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,7246047.043137256
02,0236400,Juneau city and borough,7003406836,1426230792,1.3826555E7
02,0270540,Sitka city and borough,7433415763,5037747536,953039.0
02,0286380,Wrangell city and borough,6619997018,2384375227,461257.0
02,0203000,Anchorage municipality,4420591349,621302197,1.4488291057647058E8
49,4947290,Magna metro township,39125264,57944495,1.4874729149019608E7
49,4922875,Emigration Canyon metro township,47187917,0,364860.4823529411
49,4984050,White City metro township,2256665,0,4442719.16862745
49,4915720,Copperton metro township,807087,0,220590.93333333335
49,4940470,Kearns metro township,11993405,0,1.807929209411765E7
22,2218125,Covington city,20771074,345443,8205987.5882352935
22,2248225,Mandeville city,18444828,423172,8914840.105882347
22,2218650,Crowley city,15154654,1397,1.76978742980392E7
22,2205000,Baton Rouge city,223557844,5708637,2.4028110879607844E8
22,2253545,Natchitoches city,58765044,9308983,1.425262889803923E7
22,2210950,Bunkie city,7827181,39783,4426262.74901961
22,2261615,Ponchatoula city,12256259,10687,3926234.4823529427
22,2248750,Marksville city,12466681,34862,3855132.7647058857
22,2200975,Alexandria city,73790296,1788418,5.26173499058824E7
22,2260530,Pineville city,32635245,1357876,9057336.43529412
22,2209340,Breaux Bridge city,19983443,462775,6922430.031372551
22,2267600,St. Martinville city,7903789,277271,4821770.478431371
22,2243010,Leesville city,19822518,337144,6330751.584313729
22,2200100,Abbeville city,15660962,83689,1.285898505098039E7
22,2250885,Minden city,38946147,439466,1.2248251227450982E7
22,2263645,Rayne city,9821507,17505,1.0149453584313728E7
22,2270000,Shreveport city,279195930,40270180,2.052884141607836E8
22,2278715,Ville Platte city,10403641,1289,7530877.701960784
22,2229850,Gonzales city,23676763,278961,9838086.768627452
22,2221240,Donaldsonville city,9784790,60015,5561549.035294119
22,2220610,DeRidder city,24062013,228174,7857329.396078431
22,2261790,Port Allen city,7342523,1276650,6632313.19215686
22,2283405,Zachary city,67705732,87474,7705136.1372549
22,2210075,Broussard city,46332274,101499,1.278019592549021E7
22,2240735,Lafayette city,144582240,203100,1.3050879365098034E8
22,2272485,Springhill city,16092285,206901,3646503.823529413
22,2266655,Ruston city,54750521,175428,1.7085435960784312E7
22,2251410,Monroe city,76804875,8423374,6.392149705490202E7
22,2280955,West Monroe city,20787020,743977,2.253771514117648E7
22,2248365,Mansfield city,9459600,19783,2986737.839215686
22,2220435,Denham Springs city,18887710,157595,7089226.501960783
