STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,6156609.392156863
02,0236400,Juneau city and borough,7003406836,1426230792,1.2520423E7
02,0270540,Sitka city and borough,7433415763,5037747536,831976.0
02,0286380,Wrangell city and borough,6619997018,2384375227,433349.0
02,0203000,Anchorage municipality,4420591349,621302197,1.3402075958823529E8
49,4947290,Magna metro township,39125264,57944495,1.2796602192156859E7
49,4922875,Emigration Canyon metro township,47187917,0,257615.2666666667
49,4984050,White City metro township,2256665,0,4170340.482352942
49,4915720,Copperton metro township,807087,0,211133.44705882348
49,4940470,Kearns metro township,11993405,0,1.5445556796078438E7
22,2218125,Covington city,20771074,345443,6404986.545098041
22,2248225,Mandeville city,18444828,423172,4993142.831372551
22,2218650,Crowley city,15154654,1397,1.4406528509803921E7
22,2205000,Baton Rouge city,223557844,5708637,2.0742791381568623E8
22,2253545,Natchitoches city,58765044,9308983,1.1011052984313719E7
22,2210950,Bunkie city,7827181,39783,3429557.3176470576
22,2261615,Ponchatoula city,12256259,10687,2828662.584313725
22,2248750,Marksville city,12466681,34862,2991650.388235295
22,2200975,Alexandria city,73790296,1788418,4.2937484513725564E7
22,2260530,Pineville city,32635245,1357876,6763742.521568623
22,2209340,Breaux Bridge city,19983443,462775,5493508.160784315
22,2267600,St. Martinville city,7903789,277271,4280632.6313725505
22,2243010,Leesville city,19822518,337144,5252431.807843139
22,2200100,Abbeville city,15660962,83689,1.0286956737254903E7
22,2250885,Minden city,38946147,439466,9232242.91372548
22,2263645,Rayne city,9821507,17505,8484221.843137257
22,2270000,Shreveport city,279195930,40270180,1.7003316796078387E8
22,2278715,Ville Platte city,10403641,1289,5883584.168627452
22,2229850,Gonzales city,23676763,278961,7065820.823529412
22,2221240,Donaldsonville city,9784790,60015,5092284.3058823515
22,2220610,DeRidder city,24062013,228174,6610087.905882352
22,2261790,Port Allen city,7342523,1276650,5472208.403921571
22,2283405,Zachary city,67705732,87474,5391406.109803925
22,2210075,Broussard city,46332274,101499,9690917.015686268
22,2240735,Lafayette city,144582240,203100,9.798233459999992E7
22,2272485,Springhill city,16092285,206901,2901616.137254902
22,2266655,Ruston city,54750521,175428,1.3596841086274505E7
22,2251410,Monroe city,76804875,8423374,5.4027258098039225E7
22,2280955,West Monroe city,20787020,743977,1.8791232180392154E7
22,2248365,Mansfield city,9459600,19783,2291498.9725490203
22,2220435,Denham Springs city,18887710,157595,4990296.835294115
22,2282495,Winnsboro city,10354904,160383,4240115.862745101
22,2232755,Hammond city,36355203,9581,1.3129691776470594E7
22,2267250,St. Gabriel city,76811029,579738,1.1335487415686278E7
22,2254035,New Iberia city,28853949,292522,3.0520839035294097E7
22,2258045,Opelousas city,25034040,8028,1.4157297850980395E7
22,2252040,Morgan City city,15498740,689895,1.752279338431372E7
22,2213960,Central city,161244698,708155,9091790.058823531
22,2230515,Grambling city,15287902,56873,1778691.9803921564
22,2208920,Bossier City city,113438592,3325431,4.599126054117644E7
22,2238075,Jeanerette city,5978221,139866,3583861.894117647
22,2227155,Franklin city,25696620,1476965,6183176.439215686
22,2260880,Plaquemine city,7570546,214131,4766799.592156865
22,2241155,Lake Charles city,118232073,7281617,5.728841225098041E7
22,2231915,Gretna city,10451944,1191856,1.746522379215686E7
22,2232930,Harahan city,5227222,1234216,7170236.666666666
22,2239475,Kenner city,38541001,600053,5.232830670196078E7
22,2238355,Jennings city,26947663,47011,7912033.015686274
22,2281165,Westwego city,8070430,1241824,8354959.05490196
22,2256540,Oakdale city,13447472,161064,3548646.28235294
22,2273640,Sulphur city,29056325,42041,1.4457432298039222E7
27,2740418,Marble city,11141200,261986,188149.3843137255
27,2744980,Nashwauk city,38358155,1808559,649762.6470588235
27,2709316,Calumet city,4662402,198134,135144.45882352942
27,2702872,Aurora city,9577360,557322,1096775.0588235292
28,2864200,Ruleville city,6522346,21825,928867.0078431374
28,2849320,Mound Bayou city,2270503,1086,661078.4117647058
28,2863720,Rosedale city,14024179,161250,563587.5764705882
